,country,date,new,total,lockdown_status
1099,Sri Lanka,2023-01-25,0,671984,After
1100,Sri Lanka,2023-01-26,2,671986,After
1101,Sri Lanka,2023-01-27,0,671986,After
1102,Sri Lanka,2023-01-28,1,671987,After
1103,Sri Lanka,2023-01-29,0,671987,After
1104,Sri Lanka,2023-01-30,1,671988,After
1105,Sri Lanka,2023-01-31,1,671989,After
1106,Sri Lanka,2023-02-01,2,671991,After
1107,Sri Lanka,2023-02-02,3,671994,After
1108,Sri Lanka,2023-02-03,1,671995,After
1109,Sri Lanka,2023-02-04,5,672000,After
1110,Sri Lanka,2023-02-05,0,672000,After
1111,Sri Lanka,2023-02-06,2,672002,After
1112,Sri Lanka,2023-02-07,1,672003,After
1113,Sri Lanka,2023-02-08,1,672004,After
1114,Sri Lanka,2023-02-09,1,672005,After
1115,Sri Lanka,2023-02-10,0,672005,After
1116,Sri Lanka,2023-02-11,2,672007,After
1117,Sri Lanka,2023-02-12,2,672009,After
1118,Sri Lanka,2023-02-13,3,672012,After
1119,Sri Lanka,2023-02-14,3,672015,After
1120,Sri Lanka,2023-02-15,1,672016,After
1121,Sri Lanka,2023-02-16,1,672017,After
1122,Sri Lanka,2023-02-17,1,672018,After
1123,Sri Lanka,2023-02-18,0,672018,After
1124,Sri Lanka,2023-02-19,3,672021,After
1125,Sri Lanka,2023-02-20,1,672022,After
1126,Sri Lanka,2023-02-21,1,672023,After
1127,Sri Lanka,2023-02-22,1,672024,After
1128,Sri Lanka,2023-02-23,1,672025,After
1129,Sri Lanka,2023-02-24,1,672026,After
1130,Sri Lanka,2023-02-25,0,672026,After
1131,Sri Lanka,2023-02-26,1,672027,After
1132,Sri Lanka,2023-02-27,2,672029,After
1133,Sri Lanka,2023-02-28,1,672030,After
1134,Sri Lanka,2023-03-01,1,672031,After
1135,Sri Lanka,2023-03-02,0,672031,After
1136,Sri Lanka,2023-03-03,1,672032,After
1137,Sri Lanka,2023-03-04,0,672032,After
1138,Sri Lanka,2023-03-05,2,672034,After
1139,Sri Lanka,2023-03-06,0,672034,After
1140,Sri Lanka,2023-03-07,2,672036,After
1141,Sri Lanka,2023-03-08,1,672037,After
1142,Sri Lanka,2023-03-09,2,672039,After
